Name of Institution,Street Address,City,ZIP Code,County,Georeference
"Capital One, N.A.",265 Broadhollow Road,Melville,11747,Suffolk,POINT (-73.4167 40.78453)
"Capital One, N.A.",52 East Route 59,Nanuet,10954,Rockland,POINT (-74.00952 41.09676)
"Capital One, N.A.",7120 New Utrecht Avenue,Brooklyn,11228,Kings,POINT (-73.99916 40.61853)
"Capital One, N.A.",7110 5th Avenue,Brooklyn,11209,Kings,POINT (-74.02148 40.63227)
"Capital One, N.A.",190 Broadway,Hicksville,11801,Nassau,POINT (-73.52053 40.7645)
"Capital One, N.A.",991 Third Avenue,New York,10022,New York,POINT (-73.96652 40.76163)
"Capital One, N.A.",502 Park Avenue,New York,10022,New York,POINT (-73.96976 40.76316)
"Capital One, N.A.",Chelsea Piers,New York,10011,New York,
"Capital One, N.A.",1415 Kellum Place,Garden City,11530,Nassau,POINT (-73.63734 40.73667)
"Capital One, N.A.",3721 Hempstead Turnpike,Levittown,11756,Nassau,POINT (-73.49846 40.72567)
"Capital One, N.A.",611 Hempstead Turnpike,West Hempstead,11552,Nassau,POINT (-73.66211 40.70648)
"Capital One, N.A.",643 Lexington Avenue,New York,10022,New York,POINT (-73.97037 40.75923)
"Capital One, N.A.",2025 Park Street,Atlantic Beach,11509,Nassau,POINT (-73.73627 40.58935)
"Capital One, N.A.",764 White Plains Road,Scarsdale,10583,Westchester,POINT (-73.80328 40.97371)
"Capital One, N.A.",74-11 Metropolitan Avenue,Middle Village,11379,Queens,POINT (-73.87771 40.71289)
"Capital One, N.A.",2192 Merrick Road,Merrick,11566,Nassau,POINT (-73.54319 40.65943)
"Capital One, N.A.",2159 White Plains Road,Bronx,10462,Bronx,POINT (-73.86767 40.85525)
"Capital One, N.A.",150S Greaves Lane,Staten Island,10308,Richmond,POINT (-74.1431 40.55401)
"Capital One, N.A.",131 Portion Road,Ronkonkoma,11779,Suffolk,POINT (-73.10844 40.8271)
"Capital One, N.A.",5102 Church Avenue,Brooklyn,11203,Kings,POINT (-73.92915 40.652)
"Capital One, N.A.",107-18 Continental Avenue,Forest Hills,11375,Queens,POINT (-73.84454 40.72057)
"Capital One, N.A.",116 Bowery,New York,10013,New York,POINT (-73.99493 40.71822)
"Capital One, N.A.",516 5th Avenue,Brooklyn,11215,Kings,POINT (-73.98824 40.66684)
"Capital One, N.A.",189-02 Linden Boulevard,St. Albans,11412,Queens,POINT (-73.76216 40.69173)
"Capital One, N.A.",620 Hempstead Turnpike,Elmont,11003,Nassau,POINT (-73.70703 40.70802)
"Capital One, N.A.",9 Mamaroneck Avenue,White Plains,10601,Westchester,POINT (-73.76664 41.03232)
"Capital One, N.A.",22-04 31st Street,Astoria,11105,Queens,POINT (-73.91091 40.77597)
"Capital One, N.A.",2083 Hylan Boulevard,Staten Island,10306,Richmond,POINT (-74.10078 40.57961)
"Capital One, N.A.",1831 Deer Park Avenue,Deer Park,11729,Suffolk,POINT (-73.3278 40.75891)
"Capital One, N.A.",35 Westchester Square,Bronx,10461,Bronx,POINT (-73.84343 40.84159)
"Capital One, N.A.",124 West Main Street,Babylon,11702,Suffolk,POINT (-73.32533 40.69594)
"Capital One, N.A.",82-85 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.46785 40.81609)
"Capital One, N.A.",532 Old Town Road,Port Jefferson Station,11776,Suffolk,POINT (-73.06488 40.90874)
"Capital One, N.A.",510 Gramatan Avenue,Mount Vernon,10552,Westchester,POINT (-73.8363 40.92466)
"Capital One, N.A.",60 Montauk Highway,Blue Point,11715,Suffolk,POINT (-73.03849 40.75343)
"Capital One, N.A.",40 Newtown Lane,East Hampton,11937,Suffolk,POINT (-72.1866 40.96416)
"Capital One, N.A.",20-02 Francis Lewis Boulevard,Whitestone,11357,Queens,POINT (-73.80271 40.78027)
"Capital One, N.A.",230 Main Street,Greenport,11944,Suffolk,POINT (-72.35915 41.10314)
"Capital One, N.A.",82 East Main Street,Smithtown,11787,Suffolk,POINT (-73.19027 40.85581)
"Capital One, N.A.",1080 Route 58,Riverhead,11901,Suffolk,POINT (-72.676 40.93355)
"Capital One, N.A.",211-47 26th Avenue,Bayside,11360,Queens,POINT (-73.77813 40.77804)
"Capital One, N.A.",10095 Main Road,Mattituck,11952,Suffolk,POINT (-72.53848 40.98609)
"Capital One, N.A.",4625 Sunrise Highway,Bohemia,11716,Suffolk,POINT (-73.11469 40.75585)
"Capital One, N.A.",46 Windmill Lane,Southampton,11968,Suffolk,POINT (-72.39234 40.88498)
"Capital One, N.A.",73-16 Bell Boulevard,Bayside,11364,Queens,POINT (-73.75814 40.74056)
"Capital One, N.A.",1383 Deer Park Avenue,North Babylon,11703,Suffolk,POINT (-73.32206 40.74422)
"Capital One, N.A.",50 Lafayette Avenue,Suffern,10901,Rockland,POINT (-74.15254 41.1159)
"Capital One, N.A.",9502 3rd Street,Brooklyn,11209,Kings,POINT (-74.03368 40.61707)
"Capital One, N.A.",90 West Broadway,New York,10007,New York,POINT (-74.00934 40.71538)
"Capital One, N.A.",214-01 Northern Boulevard,Bayside,11361,Queens,POINT (-73.7689 40.76033)
"Capital One, N.A.",7600 Jericho Turnpike,Woodbury,11797,Nassau,POINT (-73.48887 40.81191)
"Capital One, N.A.",500 Main Street,Center Moriches,11934,Suffolk,POINT (-72.79795 40.80047)
"Capital One, N.A.",90 Railroad Avenue,Ronkonkoma,11779,Suffolk,POINT (-73.10644 40.80863)
"Capital One, N.A.",233-15 Hillside Avenue,Queens Village,11427,Queens,POINT (-73.73643 40.73373)
"Capital One, N.A.",422 Hillside Avenue,Williston Park,11596,Nassau,POINT (-73.65609 40.75451)
"Capital One, N.A.",570 Stewart Avenue,Bethpage,11714,Nassau,POINT (-73.48124 40.74344)
"Capital One, N.A.",983 Willis Avenue,Albertson,11507,Nassau,POINT (-73.64886 40.77062)
"Capital One, N.A.",32-02 Francis Lewis Boulevard,Flushing,11358,Queens,POINT (-73.79184 40.76878)
"Capital One, N.A.",2530 Stewart Avenue,Westbury,11590,Nassau,POINT (-73.5538 40.74751)
"Capital One, N.A.",340 Washington Avenue,North Brentwood,11717,Suffolk,POINT (-73.24821 40.79892)
"Capital One, N.A.",300 South Wellwood Avenue,Lindenhurst,11757,Suffolk,POINT (-73.36996 40.68413)
"Capital One, N.A.",118 Seventh Street,Garden City,11530,Nassau,POINT (-73.63642 40.72478)
"Capital One, N.A.",195 Merritts Road,South Farmingdale,11735,Nassau,POINT (-73.45793 40.72325)
"Capital One, N.A.",220 East 42nd Street,New York,10017,New York,POINT (-73.97291 40.75009)
"Capital One, N.A.",216-19 Jamaica Avenue,Queens Village,11423,Queens,POINT (-73.73816 40.71768)
"Capital One, N.A.",37-02 82 Street,Jackson Heights,11372,Queens,POINT (-73.88427 40.7495)
"Capital One, N.A.",20-10 Mott Avenue,Far Rockaway,11691,Queens,POINT (-73.7534 40.60451)
"Capital One, N.A.",2050 Jericho Turnpike,Commack,11725,Suffolk,POINT (-73.27367 40.8448)
"Capital One, N.A.",341 Post Avenue,Westbury,11590,Nassau,POINT (-73.58765 40.76125)
"Capital One, N.A.",3230 Sunrise Highway,Wantagh,11793,Nassau,POINT (-73.51015 40.67142)
"Capital One, N.A.",401 West 23rd Street,New York,10011,New York,POINT (-74.00169 40.74663)
"Capital One, N.A.",466 Central Avenue,Cedarhurst,11516,Nassau,POINT (-73.72479 40.62091)
"Capital One, N.A.",116-01 Rockaway Beach Boulevard,Rockaway Park,11694,Queens,POINT (-73.83748 40.57972)
"Capital One, N.A.",1295 Broadway,Hewlett,11557,Nassau,POINT (-73.70127 40.63808)
"Capital One, N.A.",225 Glen Cove Road,Carle Place,11514,Nassau,POINT (-73.61753 40.74833)
"Capital One, N.A.",2100 Middle Country Road,Centereach,11720,Suffolk,POINT (-73.08523 40.85839)
"Capital One, N.A.",1 Franklin Avenue,Lynbrook,11563,Nassau,POINT (-73.67127 40.66627)
"Capital One, N.A.",115 Main Street,East Rockaway,11518,Nassau,POINT (-73.6655 40.64145)
"Capital One, N.A.",3151 Long Beach Road,Oceanside,11572,Nassau,POINT (-73.64011 40.63477)
"Capital One, N.A.",255 Hempstead Avenue,West Hempstead,11552,Nassau,POINT (-73.64787 40.70117)
"Capital One, N.A.",144 Manetto Hill Road,Plainview,11803,Nassau,POINT (-73.47256 40.78255)
"Capital One, N.A.",2055 Hillside Avenue,New Hyde Park,11040,Nassau,POINT (-73.67481 40.75171)
"Capital One, N.A.",540 Middle Neck Road,Great Neck,11023,Nassau,POINT (-73.73515 40.80114)
"Capital One, N.A.",4966 Merrick Road,Massapequa,11762,Nassau,POINT (-73.45332 40.66621)
"Capital One, N.A.",75-21 Main Street,Kew Gardens Hills,11367,Queens,POINT (-73.82005 40.72349)
"Capital One, N.A.",70-09 Parsons Boulevard,Flushing,11365,Queens,POINT (-73.81011 40.73199)
"Capital One, N.A.",136-21 Roosevelt Avenue,Flushing,11354,Queens,POINT (-73.82948 40.75974)
"Capital One, N.A.",109 East 42nd Street,New York,10017,New York,POINT (-73.97621 40.75155)
"Capital One, N.A.",1 Penn Plaza,New York,10019,New York,POINT (-73.99183 40.75063)
"Capital One, N.A.",700 Saint Nicholas Avenue,New York,10031,New York,POINT (-73.94456 40.82431)
"Capital One, N.A.",356 Fulton Street,Brooklyn,11201,Kings,POINT (-73.98808 40.69173)
"Capital One, N.A.",2150-54 86th Street,Brooklyn,11214,Kings,POINT (-73.99485 40.60254)
"Capital One, N.A.",2530 Flatbush Avenue,Brooklyn,11234,Kings,POINT (-73.92146 40.60871)
"Capital One, N.A.",504 Neptune Avenue,Brooklyn,11224,Kings,POINT (-73.97235 40.57979)
"Capital One, N.A.",95-25 Queens Boulevard,Rego Park,11374,Queens,POINT (-73.8639 40.7309)
"Capital One, N.A.",5 Green Acres Road,Valley Stream,11582,Nassau,POINT (-73.71493 40.66221)
"Capital One, N.A.",947 Old Country Road,Westbury,11590,Nassau,POINT (-73.56125 40.75453)
"Capital One, N.A.",5100 Sunrise Highway,Massapequa Park,11762,Nassau,POINT (-73.44458 40.6777)
"Capital One, N.A.",1701 Sunrise Highway,Bay Shore,11706,Suffolk,POINT (-73.24474 40.73825)
"Capital One, N.A.",315 Wyckoff Avenue,Brooklyn,11237,Kings,POINT (-73.91193 40.70001)
"Capital One, N.A.",3345 Fulton Street,Brooklyn,11208,Kings,POINT (-73.87186 40.68376)
"Capital One, N.A.",120-32 Queens Boulevard,Kew Gardens,11415,Queens,POINT (-73.82929 40.71351)
Carthage FS & LA,313 State Street,Carthage,13619,Jefferson,POINT (-75.60913 43.97832)
Carthage FS & LA,146 Arsenal Street,Watertown,13601,Jefferson,POINT (-75.91359 43.97569)
Carver Federal Savings Bank,1009 Nostrand Avenue,Brooklyn,11225,Kings,POINT (-73.95094 40.66374)
Carver Federal Savings Bank,362 Myrtle Avenue,Brooklyn,11205,New York,POINT (-73.97166 40.69319)
Carver Federal Savings Bank,139 Flatbush Avenue,Brooklyn,11217,New York,POINT (-73.97755 40.6842)
Carver Federal Savings Bank,833 FLATBUSH AVENUE,BROOKLYN,11226,Kings,POINT (-73.95909 40.65186)
Carver Federal Savings Bank,1392 FULTON STREET,BROOKLYN,11216,Kings,POINT (-73.9451 40.68014)
Carver Federal Savings Bank,158-45 ARCHER AVENUE,JAMAICA,11433,Queens,POINT (-73.79964 40.70253)
Carver Federal Savings Bank,300 West 145th Street,New York,10039,New York,POINT (-73.94248 40.82308)
Carver Federal Savings Bank,142 Malcolm X Boulevard,New York,10026,New York,POINT (-73.94923 40.80253)
Carver Federal Savings Bank,4 Hanson Place,Brooklyn,11217,Kings,POINT (-73.97702 40.6852)
Carver Federal Savings Bank,1950 Fulton Street,Brooklyn,11216,Kings,POINT (-73.92072 40.67864)
Carver Federal Savings Bank,625 Atlantic Avenue,Brooklyn,11216,Kings,POINT (-73.9754 40.68337)
Carver Federal Savings Bank,75 West 125th Street,New York,10027,New York,POINT (-73.94488 40.80753)
Carver Federal Savings Bank,115-02 Merrick Boulevard,Jamaica,11434,Queens,POINT (-73.77785 40.68977)
Cathay Bank,6912 18th Ave,Brooklyn,11201,Kings,POINT (-73.99281 40.61653)
Cathay Bank,135-34 Roosevelt Avenue,Flushing,11354,Queens,POINT (-73.83087 40.75931)
Cathay Bank,40-14 Main Street,Flushing,11354,Queens,POINT (-73.82994 40.75918)
Cathay Bank,36-54 Main Street,Flushing,11354,Queens,POINT (-73.83129 40.76185)
Cathay Bank,5402 8th Avenue,Brooklyn,11220,Kings,POINT (-74.00612 40.63878)
Cathay Bank,16-18 East Broadway,New York,10002,New York,POINT (-73.99714 40.71348)
Cathay Bank,41-48 Main Street,Flushing,11355,Queens,POINT (-73.82887 40.75683)
Cathay Bank,129 Lafayette Street,New York,10013,New York,POINT (-74 40.71902)
Cathay Bank,82-62 Broadway,Elmhurst,11373,Queens,POINT (-73.88111 40.74157)
Catskill Hudson Bank,830 Main Street,Poughkeepsie,12603,Dutchess,POINT (-73.89795 41.6956)
Catskill Hudson Bank,643 Route 211 East,Middletown,10941,Orange,POINT (-74.3653 41.46521)
Catskill Hudson Bank,"2452 State Route 9, Suite 104",Malta,12020,Saratoga,POINT (-73.79307 42.96776)
Catskill Hudson Bank,157 Stockade Drive,Kingston,12401,Ulster,POINT (-74.02107 41.93596)
Catskill Hudson Bank,244 Rock Hill Drive,Rock Hill,12775,Sullivan,POINT (-74.59518 41.62431)
Catskill Hudson Bank,120 Kirk Road,Narrowsburg,12764,Sullivan,POINT (-75.05652 41.61219)
Catskill Hudson Bank,9 Lower Main Street,Callicoon,12723,Sullivan,POINT (-75.05959 41.76708)
Catskill Hudson Bank,103 Canal Street,Ellenville,12428,Ulster,POINT (-74.39379 41.71692)
Catskill Hudson Bank,279 Main Street,Grahamsville,12740,Sullivan,POINT (-74.54828 41.84769)
Catskill Hudson Bank,4438 State Route 42 North,Monticello,12701,Sullivan,POINT (-74.67337 41.66849)
Catskill Hudson Bank,1685 State Route 9,Halfmoon,12065,Saratoga,POINT (-73.76636 42.8614)
Catskill Hudson Bank,1987 State Route 52,Liberty,12754,Sullivan,POINT (-74.72416 41.78512)
Cattaraugus County Bank,325 South Cascade Drive,Springville,14141,Erie,POINT (-78.69015 42.50056)
Cattaraugus County Bank,7 South Main Street,Franklinville,14737,Cattaraugus,POINT (-78.45807 42.33669)
Cattaraugus County Bank,517 Pine Street,South Dayton,14138,Erie,POINT (-79.05692 42.36463)
Cattaraugus County Bank,870 Fairmount Avenue,Jamestown,14701,Chautauqua,POINT (-79.28766 42.09735)
Cattaraugus County Bank,1165 Main Street,Dunkirk,14048,Chautauqua,POINT (-79.32442 42.46537)
Cattaraugus County Bank,120 Main Street,Little Valley,14755,Cattaraugus,POINT (-78.79828 42.24971)
Cattaraugus County Bank,42 Main Street,Randolph,14772,Cattaraugus,POINT (-78.96985 42.16355)
Cattaraugus County Bank,550 Broad Street,Salamanca,14779,Cattaraugus,POINT (-78.73548 42.15819)
Cayuga Lake National Bank,165 Cayuga Street,Union Springs,13160,Cayuga,POINT (-76.69185 42.84253)
Cayuga Lake National Bank,397 Main Street,Aurora,13026,Cayuga,POINT (-76.70275 42.75502)
Champlain National Bank,6478 Main Street,Westport,12993,Essex,POINT (-73.43323 44.18247)
Champlain National Bank,3900 State Route 22,Willsboro,12996,Essex,POINT (-73.39592 44.36992)
Champlain National Bank,10849 NYS Route 9N,Keene,12942,Essex,POINT (-73.78692 44.25248)
Champlain National Bank,500 State Route 3,Plattsburg,12901,Clinton,POINT (-73.49703 44.69629)
Champlain National Bank,2687 Main Street,Crown Point,12928,Essex,POINT (-73.42244 43.95056)
Champlain National Bank,7558 Court Street,Elizabethtown,12932,Essex,POINT (-73.59414 44.21445)
Champlain National Bank,32 Cornelia Street,Plattsburgh,12901,Clinton,POINT (-73.45337 44.69952)
Champlain National Bank,2040 Saranac Avenue,Lake Placid,12946,Essex,POINT (-74.00183 44.29616)
Champlain National Bank,636 Route 11,Champlain,12919,Clinton,POINT (-73.42291 44.98293)
Chemung Canal Trust Company,7 Southside Drive,Clifton Park,12065,Albany,POINT (-73.78414 42.86216)
Chemung Canal Trust Company,405 Chemung St.,Waverly,14892,Tioga,POINT (-76.53485 42.00714)
Chemung Canal Trust Company,628 West Church Street,Elmira,14905,Chemung,POINT (-76.82207 42.08607)
Chemung Canal Trust Company,29 Arnot Road,Horseheads,14845,Chemung,POINT (-76.87516 42.16193)
Chemung Canal Trust Company,304 Elmira Road,Ithaca,14850,Tompkins,POINT (-76.50833 42.42855)
Chemung Canal Trust Company,65 Wolf Road,Albany,12205,Albany,POINT (-73.81357 42.71329)
Chemung Canal Trust Company,909 Hanshaw Road,Ithaca,14850,Tompkins,POINT (-76.47861 42.46888)
Chemung Canal Trust Company,581 Loudon Road,Latham,12110,Albany,POINT (-73.75979 42.72625)
Chemung Canal Trust Company,806 West Buffalo Street,Ithaca,14850,Tompkins,POINT (-76.51303 42.44088)
Chemung Canal Trust Company,127 Court Street,Binghamton,13901,Broome,POINT (-75.90922 42.09928)
Chemung Canal Trust Company,1365 New Scotland Road,Slingerlands,12159,Albany,POINT (-73.85742 42.63872)
Chemung Canal Trust Company,120 Genesee Street,Auburn,13021,Cayuga,POINT (-76.56791 42.9309)
Chemung Canal Trust Company,185 Grant Avenue,Auburn,13021,Cayuga,POINT (-76.54964 42.9468)
Chemung Canal Trust Company,1094 Highway 222,Cortland,13045,Cortland,POINT (-76.20259 42.59865)
Chemung Canal Trust Company,54 Fall Street,Seneca Falls,13148,Seneca,POINT (-76.79666 42.91033)
Chemung Canal Trust Company,202 East State Street,Ithaca,14850,Tompkins,POINT (-76.49667 42.43961)
Chemung Canal Trust Company,243 North Hamilton Street,Painted Post,14870,Steuben,POINT (-77.09046 42.15986)
Chemung Canal Trust Company,100 Rano Boulevard,Vestal,13850,Broome,POINT (-76.00435 42.09407)
Chemung Canal Trust Company,1054 Route 17C,Owego,13827,Tioga,POINT (-76.23416 42.09806)
Chemung Canal Trust Company,951 Pennsylvania Avenue,Elmira,14904,Chemung,POINT (-76.80941 42.06142)
Chemung Canal Trust Company,203 Main Street,Owego,13827,Tioga,POINT (-76.26157 42.10399)
Chemung Canal Trust Company,303 West Main Street,Montour Falls,14865,Schuyler,POINT (-76.84803 42.3459)
Chemung Canal Trust Company,602 South Main Street,Horseheads,14845,Chemung,POINT (-76.81817 42.16338)
Chemung Canal Trust Company,100 West McCann's Boulevard,Elmira Heights,14903,Chemung,POINT (-76.82344 42.11905)
Chemung Canal Trust Company,149 West Market Street,Corning,14830,Steuben,POINT (-77.06007 42.14478)
Chemung Canal Trust Company,437 Maple Street,Big Flats,14814,Chemung,POINT (-76.93634 42.14122)
Chemung Canal Trust Company,410 West Morris Street,Bath,14810,Steuben,POINT (-77.33783 42.34287)
Chemung Canal Trust Company,One Chemung Canal Plaza,Elmira,14902,Chemung,POINT (-76.80316 42.0887)
Chemung Canal Trust Company,318 North Franklin Street,Watkins Glen,14891,Schuyler,POINT (-76.87361 42.38084)
Citibank N. A.,2481 Creston Avenue,Bronx,10468,Bronx,POINT (-73.89823 40.86256)
Citibank N. A.,1265 Castle Hill Avenue,Bronx,10462,Bronx,POINT (-73.85142 40.83356)
Citibank N. A.,5660 Broadway,Bronx,10463,Bronx,POINT (-73.90306 40.88063)
Citibank N. A.,550 Hunts Point Avenue,Bronx,10474,Bronx,POINT (-73.88271 40.81183)
Citibank N. A.,5671 Riverdale Avenue,Bronx,10471,Bronx,POINT (-73.9048 40.90657)
Citibank N. A.,704 Allerton Avenue,Bronx,10467,Bronx,POINT (-73.86701 40.86545)
Citibank N. A.,234 East 198th Street,Bronx,10458,Bronx,POINT (-73.88962 40.86935)
Citibank N. A.,1766 Crosby Avenue,Bronx,10461,Bronx,POINT (-73.83213 40.84666)
Citibank N. A.,555 LaGuardia Place,New York,10012,New York,POINT (-73.99808 40.72909)
Citibank N. A.,411 Grand Street,New York,10002,New York,POINT (-73.98697 40.71603)
Citibank N. A.,481 First Avenue,New York,10016,New York,POINT (-73.97616 40.74015)
Citibank N. A.,37-57 74th Street,Jackson Heights,11372,Queens,POINT (-73.89155 40.74751)
Citibank N. A.,1492 Hylan Boulevard,Staten Island,10305,Richmond,POINT (-74.08749 40.59194)
Citibank N. A.,5810 Amboy Road,Staten Island,10309,Richmond,POINT (-74.20112 40.52611)
Citibank N. A.,1220 Avenue J,Brooklyn,11230,Kings,POINT (-73.96353 40.62494)
Citibank N. A.,39-01 Bell Boulevard,Bayside,11361,Queens,POINT (-73.77173 40.765)
Citibank N. A.,95 Pondfield Road,Bronxville,10708,Westchester,POINT (-73.83304 40.93974)
Citibank N. A.,3131 Westchester Mall,Mohegan Lake,10547,Westchester,POINT (-73.85985 41.32398)
Citibank N. A.,444 Mamaroneck Avenue,White Plains,10605,Westchester,POINT (-73.76084 41.02298)
Citibank N. A.,845 Central Park,Scarsdale,10583,Westchester,POINT (-73.81957 40.99537)
Citibank N. A.,360 Downing Drive,Yorktown,10598,Westchester,POINT (-73.78276 41.27429)
Citibank N. A.,711 East Boston Post Road,Mamaroneck,10543,Westchester,POINT (-73.72637 40.95231)
Citibank N. A.,800 Westchester Avenue,Ryebrook,10573,Westchester,POINT (-73.69121 41.00673)
Citibank N. A.,1920 Palmer Avenue,Larchmont,10538,Westchester,POINT (-73.75926 40.93238)
Citibank N. A.,407 Tarrytown Road,Greenburgh,10607,Westchester,POINT (-73.79901 41.04198)
Citibank N. A.,"La Guardia Airport, American Airlines",Flushing,11371,Queens,
